fhdi_herb_id,herb_latin_name,herb_english_name,herb_pinyin_name,herb_chinese_name,properties,function ,indication,therapeutic_class
h00725,cephalotaxus fortunei,fortune plumyew,san jian shan,,not specified,anticancer,carcinoma of stomach carcinoma of rectum carcinoma of lung carcinoma of esophagus lymphatic sarcoma leukaemia,not specified
h00726,rhizoma sparganii,common burreed tuber,san leng,,mild bitter,to eliminate blood stasis with strong effect promote the flow of qi remove the retention of undigested food and relieve pain,concretion conglomeration accumulation and gathering qiblood stagnation pain in heart and abdomen distending pain in ribside amenorrhea postpartum blood stasis abdominal pain knocks and falls swelling of sores,blood activating stasis removing drugs
h00727,radix notoginseng,sanchi,san qi,,warm pungent slightly bitter,to eliminate blood stasis arrest bleeding cause subsidence of swelling and alleviate pain,hemoptysis blood ejection spontaneous external bleeding hematochezia flooding and spotting bleeding due to external injury angina pectoris stabbing pain in chest and abdomen painful swelling from knocks and falls,stasisresolving hemostatic medicinal
h00728,not specified,notoginseng flos,san qi hua,,not specified,not specified,not specified,antipyretic detoxicate drugs
h00729,erica umbellata,umbels heath,san xing ou shi nan,,not specified,not specified,not specified,not specified
h00730,phellinus igniarius,phellinus igniarius,sang huang,,not specified,to stanch bleeding quicken blood transform rheum check diarrhea,flooding blood strangury prolapse of rectum with bleeding vaginal discharge amenorrhea,not specified
h00731,herba taxilli,chinese taxillus herb,sang ji sheng,,mild sweet bitter,to replenish the liver and the kidney to strengthen the tendons and bones to relieve rheumatic conditions and to prevent abortion,angina pectoris arrhythmia hypertension winddamp impediment pain aching in lumbus and knees stomachache scant breast milk knocks and falls toxin swelling of sores frostbite,winddampdispelling and sinewbonestrengthening medicinal
h00732,ootheca mantidis,egg capsule of mantid,sang piao xiao,,mild sweet salty,to arrest spontaneous emission to reduce excessive urination and to cure turbid discharge from the urethra cturnal emission spermatorrhea enuresis frequent urination turbid discharge with urine,to arrest spontaneous emission to reduce excessive urination and to cure turbid discharge from the urethra cturnal emission spermatorrhea enuresis frequent urination turbid discharge with urine,astriction
h00733,fructus mori,mulberry fruit,sang shen,,cold sweet,to nourish n and blood and promote the production of body fluid,its contains sugar organic acid  vitamins b1 b2 and c and carotene its oleum contains oleic acid and linoleic acid,yintonifying medicinal
h00734,folium mori,mulberry leaf,sang ye,,cold sweet bitter,to dispel windheat and to remove heat from the lung to subdue hyperactivity of the liver and improve eyesight,windheat common cold lung heat dry cough dizziness and headache red eyes and clouded vision,pungent cool diaphoretics
h00735,ramulus mori,mulberry twig,sang zhi,,mild bitter,to relieve rheumatic arthralgia,hypertension aching pain in joints numbness in joints,winddampnessdispelling and heatclearing medicinal
h00736,fructus hippophae,fruit of seabuckthorn,sha ji,,warm sour punkery,not specified,not specified,phlegresolving medicine
h00737,fructus amomi,villous amomum fruit,sha ren,,warm pungent,to eliminate damp and improve appetite to warm the spleen and check diarrhea and to prevent abortion,abdominal pain glomus distention food stagnation in torpid stomach dysphagiaocclusion vomiting cold dysentery stirring fetus in pregnancy,dampness removing drugs
h00738,radix glehniae,glehnia root,sha shen,,minor cold sweet,treatment of 1 deficient yin of the lungs with heat manifested as dry cough or cough with scanty sputum hoarse voice from a chronic cough dry throat and thirst glehnia root shashen is used with ophiopogon root maidong and tendrilled fritillary bulb chuanbeimu 2 body fluids consumed by febrile diseases manifested as dry tongue and poor appetite glehnia root shashen is used with ophiopogon root maidong fresh rehmannia root shengdihuang and fragrant solomonseal rhizome yuzhu in the formula yiwei tang,treatment of 1 deficient yin of the lungs with heat manifested as dry cough or cough with scanty sputum hoarse voice from a chronic cough dry throat and thirst glehnia root shashen is used with ophiopogon root maidong and tendrilled fritillary bu,for tonifying weakness
h00739,sophora moorcroftiana,sandliving sophora,sha sheng huai,,not specified,to clear heat and dry damp resolve toxin,dampheat jaundice diphtheria nipple moth,not specified
h00740,helichrysum arenarium,yellow everlasting,sha sheng la ju,,not specified,not specified,cholecystitis gallstones,not specified
h00741,not specified,granulated sugar,sha tang,,warm sweet,not specified,not specified,not specified
h00742,semen astragali complati,flatstem milkvetch seed,sha yuan zi,,sweet warm,to benefit the liver and the kidney arrest seminal discharge restrain urination and improve eyesight,treatment of back pain nocturnal emission and premature ejaculation in deficiency syndromes of the kidney turbid discharge with urination excessive leukorrhea dribbling of urine after urination dizziness and blurred vision,yang reinforcing drugs
h00743,aconitum monticola,country monkshood,shan di wu tou,,not specified,not specified,not specified,not specified
h00744,radix sophorae tonkinensis,vietmese sophora root,shan dou gen,,cold bitter,to remove toxic heat promote the subsidence of swelling and soothe the sore throat,septicemia ulcer of uterine cervix chronic cervicitis bacillary dysentery enteritis hydatid moles chorioblastoma asthma chronic bronchitis acute tonsillitis laryngitis accumulated fire toxin swelling pain in throat gingiva painful swelling,antipyretic detoxicate drugs
h00746,diphylleia grayi,japanese umbrellaleaf,shan he ye,,not specified,see diphylleia sinensis,see diphylleia sinensis,not specified
h00747,ixeris chinensis,china ixeris,shan ku mai,,cool bitter,to clear heat and resolve toxin disperse swelling and expel pus cool blood and stanch bleeding,intestinal welling abscess pulmonary welling abscess lung heat cough enteritis dysentery cholecystitis pelvic inflamation swelling toxin of sore and boil scrotal eczema blood ejection spontaneous external bleeding flooding knocks and falls,not specified
h00748,crataegus pinnatifida var major,red fruit,shan li hong,,not specified,see crataegus pinnatifida ,see crataegus pinnatifida,not specified
h00749,ephedra gerardiana,gerard ephedra,shan ling ma huang,,not specified,see ephedra sinica,see ephedra sinica,not specified
h00750,desmodium racemosum,acutifoliate podocarpium,shan ma huang,,not specified,to dispel wind and eliminate damp quicken blood and resolve toxin,winddamp impediment pain flooding vaginal discharge haryngolaryngitis mammary welling abscess knocks and falls poisonous snake bite,not specified
h00751,rhizoma kaempferiae,galanga resurrectionlily rhizome,shan nai,,warm pungent,to stimulate the functional activity of the stomach promote digestion and relieve pain,distention fullness in chest and diaphragm cold pain in stomach duct and abdomen nondigestion of food accumulation,warming interior drugs
h00752,prunus davidiana,david peach bast,shan tao jing bai pi,,not specified,see prunus persica,see prunus persica,not specified
h00753,prunus davidiana,david peach juvenile branch,shan tao zhi,,not specified,see prunus persica,see prunus persica,not specified
h00754,lactuca indica,indian lettuce,shan wo ju,,not specified,to clear heat and resolve toxin quicken blood and stanch bleeding,swelling pain in throat intestinal welling abscess swelling pain of sore and boil postpartum blood stasis abdominal pain wart flooding and spotting bleeding from hemorrhoids,not specified
h00755,sanguis naemorhedi,blood of sheep,shan yang xue,,minor warm sweet salty,not specified,not specified,not specified
h00756,vicia amoena,broadleaf vetch,shan ye wan dou,,not specified,to dispel wind and eliminate damp quicken blood and relieve pain,winddamp pain hypertonicity of sinews and vessels scrotal eczema knocks and falls innominate toxin swelling nosebleedepistaxis flooding and spotting,not specified
h00757,crataegus pinnatifida,chinese hawthorn equivalent plant crataegus pinnatifida var major,shan zha,,minor warm sweet sour,to fortify stomach and disperse food move qi and dissipate stasis lower cholesterol,hyperlipemia myocardiac ischemia angina pectoris meattype food accumulation distention fullness in stomach duct abdominal pain and diarrhea amenorrhea due to blood stasis postpartum stasis stagnation abdominal pain stabbing pain in heart and abdomen mounting qi ,not specified
h00758,semen crataegi,howthorn seed,shan zha hu,,mild pungent sweet,not specified,not specified,not specified
h00759,not specified,crataegi folium,shan zha ye,,not specified,not specified,hypertension lacquer sore enduring sores,blood activating stasis removing drugs
h00760,fructus corni,asiatic cornelian cherry fruit,shan zhu yu,,warm sweet sour punkery,to replenish the liver and kidney restrain seminal discharge and relieve collapse,dizziness and tinnitus aching in lumbus and knees impotence and emission enuresis and frequent urination flooding and spotting with vaginal discharge vacuity and profuse sweating vacuity desertion due to great sweating diabetes mellitus due to internal heat dysmenorrhea,astringent medicinal
h00761,garcinia multiflora,manyflower garcinia,shan zhu zi,,not specified,to clear heat and engender liquid,stomach heat fluid damage vomiting thirst lung heat qi counterflow incessant cough,not specified
h00762,not specified,not specified,shao guo wu zhu yu,,not specified,not specified,not specified,not specified
h00763,fructus cnidii,common cnidium fruit,she chuang zi,,warm pungent bitter,to warm the kidney and promote virility to remove damp to dispel zvind and to kill parasites,impotence scrotal damp itch vaginal discharge pudendal itch trichomoniasis eczema infertility due to uterus cold winddamp impediment pain scab and lichen damp sore,medicinal for detoxificationparasiticidedrying dampness and relieving itching
h00764,rhizoma belamcandae,blackberrylily rhizome,she gan,,cold bitter,to remove toxic heat eliminate phlegm and soothe the sore throat,heat toxin and phlegmfire stasis swelling pain in throat cough and asthma,antipyretic detoxicate drugs
