fhdi_drug_id,drug_name,drug_dose,dosage_form,food_herb_id,food_herb_name,type,component,dose,time,effect,conclusion
d00069,caffeine,200 mg,oral,h00801,folium pini,herb,silymarin,420 mgd,administration after 14 days of pretreatment,no effect,exposure to milk thistle extract produced no significant influence on cyp1a2 cyp2c9 cyp2d6 or cyp3a45 activities
d00245,midazolam,10 mg,oral,h00801,folium pini,herb,silymarin,420 mgd,administration after 14 days of pretreatment,no effect,exposure to milk thistle extract produced no significant influence on cyp1a2 cyp2c9 cyp2d6 or cyp3a45 activities
d00370,tolbutamide,500 mg,oral,h00801,folium pini,herb,silymarin,420 mgd,administration after 14 days of pretreatment,no effect,exposure to milk thistle extract produced no significant influence on cyp1a2 cyp2c9 cyp2d6 or cyp3a45 activities
d00932,dextromethorphan,30 mg,oral,h00801,folium pini,herb,silymarin,420 mgd,administration after 14 days of pretreatment,no effect,exposure to milk thistle extract produced no significant influence on cyp1a2 cyp2c9 cyp2d6 or cyp3a45 activities
d00551,diltiazem,15 mgkg,oral,h00801,folium pini,herb,quercetin,2 10 20 mgkg,not specified,possible,the bioavailibility of diltiazem in the rabbits pretreated with quercetin is increased significantly compared with the control but not in the rabbits coadministered with quercetin the increased bioavailability of diltiazem in the rabbits pretreated with quercetin might have been resulted result from the quercetin which inhibits the efflux pump pglycoprotein and the firstpass metabolizing enzyme cyp3a4
d00070,verapamil,10 mgkg,oral,h00801,folium pini,herb,quercetin,15 mgkg,not specified,possible,in conclusion pretreatment of quercetin significantly enhanced the oral exposure of verapamil this suggested that concomitant use of quercetin or a quercetincontaining dietary supplement with verapamil requires close monitoring for potential drug interaction
d00213,losartan,10 mgkg,oral,h00801,folium pini,herb,quercetin,20 mgkg,administration after 7 days of pretreatment,possible,these results indicated that the herbdrug interaction between quercetin and losartan might occur when they are coadministered in rats quercetin could increase the systemic exposure of losartan and decrease the plasma concentration of exp3174 possibly by inhibiting the activity of pgp or cyp450 enzyme
d00010,melatonin,5 mgkg,not specified,h00801,folium pini,herb,quercetin,15 mgkg,before dose,possible,these findings suggest that caffeic acid and quercetin improved oral exposure of melatonin via cyp1a inhibition pathway
d01198,tucatinib,30 mgkg,oral,h00801,folium pini,herb,quercetin,25 50 100 mgkg,not specified,possible,100 mgkg quercetin exhibited a more substantial inhibition on tucatinib metabolism than 50 mgkg quercetin therefore the concurrent use of tucatinib with high dose of quercetin should be treated with extreme caution if their combined use is unavoidable our data suggested dose reduction or interruption of tucatinib should be taken
d01217,warfarin,05 mgkg,not specified,h00801,folium pini,herb,quercetin,1275 mgkg,once a day keep 5 days,possible,the current investigation confirmed serious drug herb interactions between warfarin and pomegranate peelthey can enhanced the anticoagulant activity of warfarin
d00299,pioglitazone,10 mgkg,oral,h00801,folium pini,herb,quercetin,10 mgkg,not specified,possible,in conclusion addon preparations containing quercetin may increase the bioavailability of pioglitazone and hence should be cautiously used
d00299,pioglitazone,5 mgkg,injection,h00801,folium pini,herb,quercetin,10 mgkg,not specified,possible,in conclusion addon preparations containing quercetin may increase the bioavailability of pioglitazone and hence should be cautiously used
d00597,atorvastatin,10 mgkg,oral,h00801,folium pini,herb,silymarin,50 mgkg,not specified,possible,these findings indicated that diabetes resulted in a significant upregulation of microsomal enzyme activities moreover as smn could significantly regulate the enzyme activities and consequently the atorvastatin pharmacokinetics in diabetic rats its regulative effect in a combination therapy is concluded
d00543,etoposide,9 mgkg,oral,h00801,folium pini,herb,quercetin,1 5 15 mgkg,not specified,possible,the enhanced oral bioavailability of etoposide by quercetin could mainly be due to inhibition of pgpmediated efflux and cyp3acatalyzed metabolism in the intestine by quercetin the dosage regimen of etoposide in cancer therapy should take drug interaction into consideration when etoposide is administered with quercetin or dietary supplements containing quercetin
d00894,cyclosporine,125 mgkg,oral,h00801,folium pini,herb,quercetin,50 mgkg,not specified,possible,in conclusion quercetin and rutin decreased the bioavailability of csp through activating pgp and cyp3a transplant patients treated with neoral should avoid concurrent consumption of quercetin or rutin to minimize the risk of allograft rejection
d00531,doxorubicin,50 mgkg,oral,h00801,folium pini,herb,quercetin,3 15 mgkg,not specified,possible,these results suggest that the quercetininduced increase in bioavailability of oral doxorubicin can be attributed to enhanced doxorubicin absorption in the gastrointestinal tract via quercetininduced inhibition of pgp and reduced firstpass metabolism of doxorubicin due to quercetininduced inhibition of cyp3a in the small intestine andor in the liver rather than reduced renal andor hepatic elimination of doxorubicin
d00894,cyclosporine,10 mgkg,oral,h00801,folium pini,herb,quercetin,100 mgkg,coadministered 7 days,possible,it was demonstrated that que was able to reduce the bioavailability of csa following multiple concomitant doses in rats overlapping modulation of intestinal and hepatic drugmetabolizing enzymes dmes and drug transporters dts as well as the dmedt interplay are potential explanations for these observations
d00894,cyclosporine,10 mgkg,oral,h00801,folium pini,herb,quercetin,25 mgkg,coadministered 7 days,possible,it was demonstrated that que was able to reduce the bioavailability of csa following multiple concomitant doses in rats overlapping modulation of intestinal and hepatic drugmetabolizing enzymes dmes and drug transporters dts as well as the dmedt interplay are potential explanations for these observations
d00894,cyclosporine,10 mgkg,oral,h00801,folium pini,herb,quercetin,50 mgkg,coadministered 7 days,possible,it was demonstrated that que was able to reduce the bioavailability of csa following multiple concomitant doses in rats overlapping modulation of intestinal and hepatic drugmetabolizing enzymes dmes and drug transporters dts as well as the dmedt interplay are potential explanations for these observations
d00213,losartan,10 mgkg,oral,h00801,folium pini,herb,berberine,20 mgkg,administration after 14 days of pretreatment,possible,article infer that bbr might increase the plasma concentration of losartan and decrease the concentration of exp3174 through inhibiting the activity of cyp3a4 or cyp2c9
d01217,warfarin,not specified,oral,h00801,folium pini,herb,quercetin,not specified,administration after 14 days of pretreatment,possible,quercetin que alters the pharmacokinetics of warfarin war warranting possibly war dose adjustment after confirmatory clinical investigations specifically in patients with thrombotic disorders and a pretreatment history of que or its product
d01217,warfarin,not specified,oral,h00801,folium pini,herb,quercetin,not specified,coadministered 14 days,possible,quercetin que alters the pharmacokinetics of warfarin war warranting possibly war dose adjustment after confirmatory clinical investigations specifically in patients with thrombotic disorders and a pretreatment history of que or its product
d00894,cyclosporine,10 mgkg,oral,h00801,folium pini,herb,quercetin,50 mgkg,not specified,possible,it is suggested that concurrent use of quercetin or quercetincontaining dietary supplement or herbs with cyclosporin or other medications whose absorption and metabolism are mediated by pgp andor cyp3a4 should require close monitoring
d00211,loratadine,4 mgkg,oral,h00801,folium pini,herb,silibinin,15 6 mgkg,not specified,possible,silybinin significantly enhanced the oral bioavailability of loratadine suggesting that concurrent use of silybinin and loratadine should be monitored closely for potential drug interactions coadministration of silybinin could inhibit the cytochrome p450 cyp 3a4mediated metabolism of loratadine resulting in reducing gastrointestinal and hepatic firstpass metabolism and the pglycoprotein pgp efflux pump in the small intestine
d00601,valsartan,10 mgkg,oral,h00801,folium pini,herb,quercetin,10 mgkg,not specified,possible,quercetin is a pgp inhibitor and may be an inhibitor of cyp3a4 the simultaneous administration of quercetin significantly increases the intestinal absorption and decreases the efflux of valsartan the observed effect may be beneficial to develop oral valsartan dosage forms using safe pgp inhibitor quercetin to improve its oral bioavailability
d00583,ranolazine,14 mgkg,oral,h00801,folium pini,herb,quercetin,20 mgkg,single dose study,possible,the transport of ranolazine from mucosal side to serosal side was increased in presence of quercetin quercetin is an inhibitor of cyp3a4 and pgp so it increased the auc and cmax of ranolazine
d00583,ranolazine,14 mgkg,oral,h00801,folium pini,herb,quercetin,20 mgkg,administration after 7 days of pretreatment,possible,the transport of ranolazine from mucosal side to serosal side was increased in presence of quercetin quercetin is an inhibitor of cyp3a4 and pgp so it increased the auc and cmax of ranolazine
d00329,quetiapine,1 mgkg,injection,h00801,folium pini,herb,quercetin,10 mgkgd,administration after 7 days of pretreatment,possible,the current set of studies indicated that serious herbdrug interaction between qcn and qte might occur when they are coadministered caution is advised for concomitant use of qcn rich dietary supplements with qte
d00542,paclitaxel,40 mgkg,oral,h00801,folium pini,herb,quercetin,2 10 20 mgkg,not specified,possible,quercetin has a significant impact on the bioavailability of oral paclitaxel in rats
